#--- Experiment --------------------------------------------------------------------------
#120923_15C_A1B1A4B4A5B5_cory
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
09-12-2023	12:22:29.445	1.015	14.902	OK
09-12-2023	12:22:30.447	2.017	14.902	OK
09-12-2023	12:22:31.444	3.014	14.904	OK
09-12-2023	12:22:32.449	4.019	14.906	OK
09-12-2023	12:22:33.446	5.016	14.906	OK
09-12-2023	12:22:34.446	6.017	14.906	OK
09-12-2023	12:22:35.447	7.017	14.905	OK
09-12-2023	12:22:36.448	8.018	14.904	OK
09-12-2023	12:22:37.451	9.021	14.905	OK
09-12-2023	12:22:38.447	10.017	14.904	OK
09-12-2023	12:22:39.449	11.019	14.905	OK
09-12-2023	12:22:40.450	12.020	14.906	OK
09-12-2023	12:22:41.449	13.019	14.907	OK
09-12-2023	12:22:42.454	14.025	14.906	OK
09-12-2023	12:22:43.449	15.019	14.906	OK
09-12-2023	12:22:44.451	16.021	14.906	OK
09-12-2023	12:22:45.451	17.021	14.907	OK
09-12-2023	12:22:46.451	18.021	14.908	OK
09-12-2023	12:22:47.451	19.021	14.909	OK
09-12-2023	12:22:48.451	20.021	14.910	OK
09-12-2023	12:22:49.457	21.027	14.910	OK
09-12-2023	12:22:50.455	22.025	14.913	OK
09-12-2023	12:22:51.456	23.026	14.913	OK
09-12-2023	12:22:52.461	24.031	14.912	OK
09-12-2023	12:22:53.461	25.031	14.910	OK
09-12-2023	12:22:54.461	26.031	14.909	OK
09-12-2023	12:22:55.463	27.033	14.908	OK
09-12-2023	12:22:56.461	28.031	14.911	OK
09-12-2023	12:22:57.463	29.033	14.911	OK
09-12-2023	12:22:58.464	30.034	14.912	OK
09-12-2023	12:22:59.464	31.034	14.913	OK
09-12-2023	12:23:00.464	32.034	14.916	OK
09-12-2023	12:23:01.467	33.037	14.918	OK
09-12-2023	12:23:02.465	34.035	14.917	OK
09-12-2023	12:23:03.466	35.036	14.915	OK
09-12-2023	12:23:04.466	36.036	14.913	OK
09-12-2023	12:23:05.468	37.038	14.912	OK
09-12-2023	12:23:06.467	38.037	14.911	OK
09-12-2023	12:23:07.468	39.038	14.910	OK
09-12-2023	12:23:08.467	40.037	14.910	OK
09-12-2023	12:23:09.470	41.040	14.909	OK
09-12-2023	12:23:10.471	42.041	14.911	OK
09-12-2023	12:23:11.471	43.041	14.913	OK
09-12-2023	12:23:12.470	44.040	14.912	OK
09-12-2023	12:23:13.471	45.041	14.910	OK
09-12-2023	12:23:14.471	46.041	14.911	OK
09-12-2023	12:23:15.471	47.041	14.910	OK
09-12-2023	12:23:16.471	48.041	14.910	OK
09-12-2023	12:23:17.472	49.042	14.910	OK
09-12-2023	12:23:18.472	50.042	14.911	OK
09-12-2023	12:23:19.471	51.042	14.912	OK
09-12-2023	12:23:20.472	52.042	14.913	OK
09-12-2023	12:23:21.472	53.042	14.911	OK
09-12-2023	12:23:22.471	54.041	14.913	OK
09-12-2023	12:23:23.472	55.042	14.913	OK
09-12-2023	12:23:24.472	56.042	14.917	OK
09-12-2023	12:23:25.473	57.043	14.917	OK
09-12-2023	12:23:26.474	58.044	14.921	OK
09-12-2023	12:23:27.475	59.045	14.921	OK
09-12-2023	12:23:28.474	60.044	14.922	OK
09-12-2023	12:23:29.474	61.044	14.920	OK
09-12-2023	12:23:30.474	62.044	14.920	OK
09-12-2023	12:23:31.474	63.044	14.919	OK
09-12-2023	12:23:32.476	64.046	14.921	OK
09-12-2023	12:23:33.476	65.046	14.922	OK
09-12-2023	12:23:34.476	66.046	14.922	OK
09-12-2023	12:23:35.477	67.048	14.921	OK
09-12-2023	12:23:36.478	68.048	14.918	OK
09-12-2023	12:23:37.479	69.049	14.920	OK
09-12-2023	12:23:38.479	70.049	14.920	OK
09-12-2023	12:23:39.480	71.050	14.922	OK
09-12-2023	12:23:40.481	72.052	14.922	OK
09-12-2023	12:23:41.480	73.050	14.923	OK
09-12-2023	12:23:42.483	74.053	14.924	OK
09-12-2023	12:23:43.482	75.052	14.924	OK
09-12-2023	12:23:44.482	76.052	14.925	OK
09-12-2023	12:23:45.482	77.052	14.924	OK
09-12-2023	12:23:46.483	78.053	14.921	OK
09-12-2023	12:23:47.484	79.054	14.919	OK
09-12-2023	12:23:48.484	80.054	14.917	OK
09-12-2023	12:23:49.485	81.055	14.920	OK
09-12-2023	12:23:50.486	82.056	14.924	OK
09-12-2023	12:23:51.486	83.056	14.926	OK
09-12-2023	12:23:52.487	84.057	14.924	OK
09-12-2023	12:23:53.488	85.058	14.924	OK
09-12-2023	12:23:54.489	86.060	14.924	OK
09-12-2023	12:23:55.490	87.060	14.925	OK
09-12-2023	12:23:56.490	88.061	14.926	OK
09-12-2023	12:23:57.491	89.062	14.927	OK
09-12-2023	12:23:58.492	90.062	14.927	OK
09-12-2023	12:23:59.492	91.062	14.927	OK
09-12-2023	12:24:00.492	92.063	14.927	OK
09-12-2023	12:24:01.493	93.063	14.926	OK
09-12-2023	12:24:02.496	94.067	14.927	OK
09-12-2023	12:24:03.494	95.065	14.928	OK
09-12-2023	12:24:04.494	96.064	14.927	OK
09-12-2023	12:24:05.495	97.065	14.928	OK
09-12-2023	12:24:06.496	98.066	14.927	OK
09-12-2023	12:24:07.497	99.067	14.929	OK
09-12-2023	12:24:08.498	100.068	14.930	OK
09-12-2023	12:24:09.499	101.069	14.929	OK
09-12-2023	12:24:10.502	102.072	14.927	OK
09-12-2023	12:24:11.499	103.069	14.926	OK
09-12-2023	12:24:12.502	104.072	14.928	OK
09-12-2023	12:24:13.501	105.071	14.930	OK
09-12-2023	12:24:14.502	106.072	14.931	OK
09-12-2023	12:24:15.502	107.073	14.932	OK
09-12-2023	12:24:16.501	108.072	14.934	OK
09-12-2023	12:24:17.502	109.072	14.934	OK
09-12-2023	12:24:18.502	110.072	14.933	OK
09-12-2023	12:24:19.503	111.073	14.932	OK
09-12-2023	12:24:20.505	112.075	14.932	OK
09-12-2023	12:24:21.503	113.073	14.934	OK
09-12-2023	12:24:22.505	114.075	14.933	OK
09-12-2023	12:24:23.504	115.074	14.936	OK
09-12-2023	12:24:24.505	116.075	14.936	OK
09-12-2023	12:24:25.506	117.076	14.937	OK
09-12-2023	12:24:26.507	118.077	14.936	OK
09-12-2023	12:24:27.508	119.078	14.934	OK
09-12-2023	12:24:28.508	120.078	14.935	OK
09-12-2023	12:24:29.510	121.080	14.938	OK
09-12-2023	12:24:30.510	122.080	14.939	OK
09-12-2023	12:24:31.510	123.080	14.939	OK
09-12-2023	12:24:32.510	124.080	14.940	OK
09-12-2023	12:24:33.511	125.081	14.939	OK
09-12-2023	12:24:34.512	126.082	14.940	OK
09-12-2023	12:24:35.513	127.083	14.939	OK
09-12-2023	12:24:36.512	128.083	14.939	OK
09-12-2023	12:24:37.512	129.082	14.939	OK
09-12-2023	12:24:38.513	130.083	14.944	OK
09-12-2023	12:24:39.514	131.084	14.946	OK
09-12-2023	12:24:40.514	132.084	14.944	OK
09-12-2023	12:24:41.514	133.084	14.944	OK
09-12-2023	12:24:42.514	134.084	14.942	OK
09-12-2023	12:24:43.514	135.084	14.943	OK
09-12-2023	12:24:44.515	136.085	14.944	OK
09-12-2023	12:24:45.516	137.087	14.942	OK
09-12-2023	12:24:46.517	138.087	14.941	OK
09-12-2023	12:24:47.517	139.087	14.942	OK
09-12-2023	12:24:48.516	140.086	14.944	OK
09-12-2023	12:24:49.516	141.086	14.947	OK
09-12-2023	12:24:50.518	142.088	14.946	OK
09-12-2023	12:24:51.516	143.086	14.946	OK
09-12-2023	12:24:52.517	144.087	14.945	OK
09-12-2023	12:24:53.517	145.088	14.944	OK
09-12-2023	12:24:54.517	146.087	14.944	OK
09-12-2023	12:24:55.518	147.088	14.945	OK
09-12-2023	12:24:56.517	148.087	14.947	OK
09-12-2023	12:24:57.517	149.087	14.948	OK
09-12-2023	12:24:58.519	150.089	14.949	OK
09-12-2023	12:24:59.520	151.090	14.951	OK
09-12-2023	12:25:00.520	152.090	14.952	OK
09-12-2023	12:25:01.521	153.091	14.952	OK
09-12-2023	12:25:02.521	154.091	14.952	OK
09-12-2023	12:25:03.521	155.091	14.954	OK
09-12-2023	12:25:04.523	156.093	14.955	OK
09-12-2023	12:25:05.524	157.094	14.957	OK
09-12-2023	12:25:06.524	158.094	14.957	OK
09-12-2023	12:25:07.526	159.096	14.954	OK
09-12-2023	12:25:08.526	160.096	14.953	OK
09-12-2023	12:25:09.526	161.096	14.952	OK
09-12-2023	12:25:10.527	162.097	14.951	OK
09-12-2023	12:25:11.527	163.097	14.949	OK
09-12-2023	12:25:12.528	164.098	14.949	OK
09-12-2023	12:25:13.528	165.098	14.953	OK
09-12-2023	12:25:14.530	166.100	14.956	OK
09-12-2023	12:25:15.529	167.099	14.958	OK
09-12-2023	12:25:16.528	168.098	14.957	OK
09-12-2023	12:25:17.528	169.098	14.958	OK
09-12-2023	12:25:18.527	170.097	14.958	OK
09-12-2023	12:25:19.528	171.099	14.957	OK
09-12-2023	12:25:20.528	172.099	14.955	OK
09-12-2023	12:25:21.528	173.098	14.954	OK
09-12-2023	12:25:22.527	174.097	14.954	OK
09-12-2023	12:25:23.528	175.099	14.955	OK
09-12-2023	12:25:24.532	176.102	14.956	OK
09-12-2023	12:25:25.528	177.098	14.957	OK
09-12-2023	12:25:26.530	178.101	14.957	OK
09-12-2023	12:25:27.531	179.101	14.957	OK
09-12-2023	12:25:28.529	180.099	14.959	OK
09-12-2023	12:25:29.530	181.100	14.962	OK
09-12-2023	12:25:30.531	182.101	14.964	OK
09-12-2023	12:25:31.531	183.101	14.964	OK
09-12-2023	12:25:32.532	184.102	14.965	OK
09-12-2023	12:25:33.531	185.102	14.963	OK
09-12-2023	12:25:34.533	186.103	14.965	OK
09-12-2023	12:25:35.533	187.103	14.963	OK
09-12-2023	12:25:36.532	188.102	14.964	OK
09-12-2023	12:25:37.535	189.106	14.966	OK
09-12-2023	12:25:38.535	190.105	14.967	OK
09-12-2023	12:25:39.534	191.104	14.969	OK
09-12-2023	12:25:40.537	192.107	14.970	OK
09-12-2023	12:25:41.536	193.106	14.968	OK
09-12-2023	12:25:42.537	194.107	14.967	OK
09-12-2023	12:25:43.538	195.108	14.963	OK
09-12-2023	12:25:44.537	196.108	14.963	OK
09-12-2023	12:25:45.537	197.107	14.963	OK
09-12-2023	12:25:46.539	198.109	14.964	OK
09-12-2023	12:25:47.537	199.108	14.965	OK
09-12-2023	12:25:48.539	200.109	14.965	OK
09-12-2023	12:25:49.540	201.110	14.966	OK
09-12-2023	12:25:50.541	202.111	14.967	OK
09-12-2023	12:25:51.542	203.112	14.968	OK
09-12-2023	12:25:52.542	204.112	14.969	OK
09-12-2023	12:25:53.541	205.112	14.971	OK
09-12-2023	12:25:54.540	206.110	14.970	OK
09-12-2023	12:25:55.542	207.112	14.971	OK
09-12-2023	12:25:56.542	208.112	14.970	OK
09-12-2023	12:25:57.543	209.113	14.968	OK
09-12-2023	12:25:58.543	210.113	14.968	OK
09-12-2023	12:25:59.544	211.115	14.969	OK
09-12-2023	12:26:00.543	212.113	14.970	OK
09-12-2023	12:26:01.542	213.112	14.972	OK
09-12-2023	12:26:02.543	214.113	14.971	OK
09-12-2023	12:26:03.544	215.114	14.973	OK
09-12-2023	12:26:04.545	216.115	14.973	OK
09-12-2023	12:26:05.546	217.116	14.974	OK
09-12-2023	12:26:06.546	218.116	14.973	OK
09-12-2023	12:26:07.546	219.116	14.973	OK
09-12-2023	12:26:08.545	220.116	14.972	OK
09-12-2023	12:26:09.548	221.118	14.972	OK
09-12-2023	12:26:10.547	222.117	14.972	OK
09-12-2023	12:26:11.547	223.117	14.974	OK
09-12-2023	12:26:12.547	224.117	14.976	OK
09-12-2023	12:26:13.546	225.117	14.979	OK
09-12-2023	12:26:14.548	226.118	14.980	OK
09-12-2023	12:26:15.547	227.117	14.983	OK
09-12-2023	12:26:16.549	228.119	14.981	OK
09-12-2023	12:26:17.550	229.120	14.979	OK
09-12-2023	12:26:18.549	230.120	14.980	OK
09-12-2023	12:26:19.550	231.120	14.981	OK
09-12-2023	12:26:20.551	232.122	14.982	OK
09-12-2023	12:26:21.554	233.124	14.982	OK
09-12-2023	12:26:22.554	234.124	14.983	OK
09-12-2023	12:26:23.556	235.126	14.985	OK
09-12-2023	12:26:24.554	236.124	14.985	OK
09-12-2023	12:26:25.555	237.125	14.983	OK
09-12-2023	12:26:26.554	238.124	14.983	OK
09-12-2023	12:26:27.557	239.127	14.984	OK
09-12-2023	12:26:28.558	240.128	14.986	OK
09-12-2023	12:26:29.558	241.128	14.985	OK
09-12-2023	12:26:30.559	242.129	14.983	OK
09-12-2023	12:26:31.560	243.130	14.981	OK
09-12-2023	12:26:32.561	244.131	14.985	OK
09-12-2023	12:26:33.564	245.134	14.989	OK
09-12-2023	12:26:34.563	246.133	14.994	OK
09-12-2023	12:26:35.561	247.131	14.995	OK
09-12-2023	12:26:36.562	248.132	14.994	OK
09-12-2023	12:26:37.562	249.132	14.992	OK
09-12-2023	12:26:38.562	250.132	14.993	OK
09-12-2023	12:26:39.563	251.133	14.996	OK
09-12-2023	12:26:40.563	252.133	14.996	OK
09-12-2023	12:26:41.563	253.133	14.994	OK
09-12-2023	12:26:42.563	254.133	14.992	OK
09-12-2023	12:26:43.563	255.133	14.991	OK
09-12-2023	12:26:44.565	256.135	14.991	OK
09-12-2023	12:26:45.569	257.139	14.992	OK
09-12-2023	12:26:46.568	258.138	14.994	OK
09-12-2023	12:26:47.568	259.138	14.995	OK
09-12-2023	12:26:48.569	260.139	14.993	OK
09-12-2023	12:26:49.569	261.139	14.991	OK
09-12-2023	12:26:50.570	262.140	14.992	OK
09-12-2023	12:26:51.572	263.142	14.993	OK
09-12-2023	12:26:52.572	264.142	14.995	OK
09-12-2023	12:26:53.573	265.143	14.993	OK
09-12-2023	12:26:54.572	266.142	14.992	OK
09-12-2023	12:26:55.572	267.142	14.993	OK
09-12-2023	12:26:56.572	268.142	14.993	OK
09-12-2023	12:26:57.572	269.142	14.996	OK
09-12-2023	12:26:58.575	270.145	14.997	OK
09-12-2023	12:26:59.573	271.143	14.999	OK
09-12-2023	12:27:00.573	272.143	15.000	OK
09-12-2023	12:27:01.574	273.144	14.998	OK
09-12-2023	12:27:02.574	274.144	15.000	OK
09-12-2023	12:27:03.573	275.143	15.000	OK
09-12-2023	12:27:04.574	276.144	15.002	OK
09-12-2023	12:27:05.576	277.146	15.001	OK
09-12-2023	12:27:06.576	278.146	15.000	OK
09-12-2023	12:27:07.577	279.147	14.999	OK
09-12-2023	12:27:08.577	280.147	14.998	OK
09-12-2023	12:27:09.578	281.148	15.000	OK
09-12-2023	12:27:10.577	282.147	15.001	OK
09-12-2023	12:27:11.577	283.147	15.002	OK
09-12-2023	12:27:12.578	284.148	15.003	OK
09-12-2023	12:27:13.578	285.149	15.005	OK
09-12-2023	12:27:14.580	286.150	15.005	OK
09-12-2023	12:27:15.579	287.149	15.004	OK
09-12-2023	12:27:16.580	288.150	15.004	OK
09-12-2023	12:27:17.579	289.149	15.002	OK
09-12-2023	12:27:18.584	290.154	15.003	OK
