"date","time","time_sec","Ch1_O2","Ch1_temp","Ch2_O2","Ch3_O2","Ch4_O2"
"03-12-2023","17:25:58.790",510.457,7.65911722051455,22.983,7.42568345120721,7.43624321728433,7.75429497965993
"03-12-2023","17:25:59.787",511.453,7.65534088032803,22.989,7.42491419672478,7.43932023521409,7.76198752448431
"03-12-2023","17:26:00.788",512.455,7.65890742383752,22.996,7.42316589108287,7.42911013026535,7.76156793113026
"03-12-2023","17:26:01.797",513.463,7.65690426832285,23.001,7.421668684489,7.44131826803755,7.75466269466045
"03-12-2023","17:26:02.811",514.477,7.656229912629,23.003,7.41835369648627,7.43149911936541,7.75600926607863
"03-12-2023","17:26:03.783",515.45,7.65373151745196,23.005,7.4243978487581,7.43034094687974,7.76084712124434
"03-12-2023","17:26:04.791",516.458,7.66222229738501,23.008,7.42102347874966,7.44388493199423,7.76338597580975
"03-12-2023","17:26:05.800",517.466,7.65377539336788,23.011,7.41545131302452,7.43425717328042,7.75822132356236
"03-12-2023","17:26:06.802",518.468,7.65931064154192,23.013,7.42148423296854,7.43525607379422,7.75718159157212
"03-12-2023","17:26:07.790",519.457,7.65756914432685,23.015,7.4179293138836,7.43428745866882,7.76221932699124
"03-12-2023","17:26:08.794",520.46,7.6555418528791,23.018,7.42030613833958,7.42890465034206,7.75061483111796
"03-12-2023","17:26:09.794",521.46,7.65517359859136,23.02,7.41545131302452,7.43831196842853,7.7556346438989
"03-12-2023","17:26:10.810",522.477,7.65231356895674,23.023,7.42231282310326,7.43014263572806,7.7593443111761
"03-12-2023","17:26:11.794",523.46,7.65596129248898,23.023,7.41415435739471,7.43114166159474,7.75704623846941
"03-12-2023","17:26:12.794",524.461,7.65373681015609,23.025,7.4145247672627,7.43025320374751,7.75397937868593
"03-12-2023","17:26:13.796",525.462,7.65954501789132,23.023,7.40929248385906,7.43277987252801,7.75391399022192
"03-12-2023","17:26:14.802",526.469,7.64311137750858,23.023,7.41976757942431,7.42508029574806,7.75404928284809
"03-12-2023","17:26:15.800",527.466,7.65666657205102,23.023,7.42185439431253,7.43171105315776,7.75019997300789
"03-12-2023","17:26:16.790",528.456,7.65024160204836,23.019,7.4114489841279,7.43235032861215,7.75362985787516
"03-12-2023","17:26:17.803",529.469,7.64843045003905,23.015,7.41355656334955,7.4319410372184,7.75104796958077
"03-12-2023","17:26:18.809",530.475,7.65249110553265,23.01,7.41181947386927,7.42880559251411,7.75587575358091
"03-12-2023","17:26:19.803",531.469,7.6521353059898,23.006,7.4109002515358,7.43180123133347,7.74755282245741
"03-12-2023","17:26:20.794",532.461,7.6570285119625,23.002,7.4149546221989,7.43068278425399,7.75111787252324
"03-12-2023","17:26:21.801",533.467,7.64899601939173,23,7.41314760660281,7.42880559251411,7.75454762084736
"03-12-2023","17:26:22.801",534.468,7.64138320972121,23.002,7.40525930988368,7.43126229707716,7.75175610428706
"03-12-2023","17:26:23.803",535.469,7.64269840875674,23.004,7.41572355456603,7.43389831960748,7.75510234024386
"03-12-2023","17:26:24.793",536.459,7.64637769457365,23.009,7.41589160725253,7.4277060290776,7.74928200774826
"03-12-2023","17:26:25.798",537.464,7.64481403482263,23.011,7.42270138357495,7.43521575706357,7.7604496423655
"03-12-2023","17:26:26.805",538.472,7.65773548825687,23.012,7.41373164585882,7.43079094028436,7.75666541289677
"03-12-2023","17:26:27.804",539.471,7.64682233683773,23.01,7.42064290847308,7.42980195178553,7.75694060567059
"03-12-2023","17:26:28.802",540.468,7.65444322020457,23.005,7.41812591947118,7.4344863479835,7.76057625645111
"03-12-2023","17:26:29.796",541.463,7.6601249163534,23,7.42200225656442,7.43836182861099,7.75178046743483
"03-12-2023","17:26:30.805",542.472,7.64867194430215,22.998,7.41538140276334,7.43174040387814,7.75899033643527
"03-12-2023","17:26:31.801",543.467,7.647839390314,22.998,7.42049518802965,7.43818217547674,7.75214367992293
"03-12-2023","17:26:32.799",544.465,7.65042602484183,23,7.41846782583216,7.43804235739415,7.75605858623533
"03-12-2023","17:26:33.799",545.466,7.64112812234989,22.999,7.41651037267596,7.43999981055035,7.7553594958224
"03-12-2023","17:26:34.799",546.466,7.65350829236156,23.001,7.4267273195773,7.43658432240177,7.75585334296457
"03-12-2023","17:26:35.802",547.468,7.65854783674989,23.001,7.40842201605972,7.43442727187211,7.75159352354101
"03-12-2023","17:26:36.802",548.469,7.6460852646387,23.005,7.41510176171864,7.43656421189917,7.74983209222143
"03-12-2023","17:26:37.799",549.466,7.65222478113433,23.009,7.42416955029708,7.42752535994766,7.75520618978647
"03-12-2023","17:26:38.804",550.47,7.65584777944749,23.011,7.42170197194288,7.42442866244532,7.75876286712942
"03-12-2023","17:26:39.812",551.479,7.64948550160846,23.008,7.42960238288586,7.43295830965809,7.75960184882248
"03-12-2023","17:26:40.806",552.473,7.65305117380396,23.002,7.42855365576953,7.43785236953427,7.75191118330277
"03-12-2023","17:26:41.802",553.469,7.65088380443022,22.997,7.42107273567309,7.43743287868774,7.752889995278
"03-12-2023","17:26:42.802",554.468,7.64904695775608,22.988,7.4181051566293,7.43124989129834,7.76056744603861
"03-12-2023","17:26:43.814",555.48,7.65512989348058,22.985,7.42292955392804,7.4354450193842,7.75539345473271
"03-12-2023","17:26:44.817",556.483,7.65296869394549,22.983,7.42091224168382,7.43545509858964,7.75938325265059
"03-12-2023","17:26:45.807",557.473,7.65109354985349,22.986,7.41478037297514,7.4311405159898,7.75093237132753
"03-12-2023","17:26:46.803",558.469,7.65019098322912,22.99,7.41248365165368,7.43143032425866,7.75121659914868
"03-12-2023","17:26:47.811",559.477,7.64871643505649,22.994,7.40855792541829,7.43204941282394,7.75316965584236
"03-12-2023","17:26:48.809",560.476,7.64584350778143,22.998,7.42015349394493,7.43840166420866,7.76183475095205
"03-12-2023","17:26:49.810",561.477,7.65444322020457,23.001,7.41393093780136,7.43420668253884,7.75414395122405
"03-12-2023","17:26:50.808",562.474,7.6435868437964,23.002,7.40788645090552,7.43389669894925,7.76049311994992
"03-12-2023","17:26:51.807",563.474,7.64933932583962,23.001,7.4074986325743,7.43029136631367,7.75547236208616
"03-12-2023","17:26:52.808",564.475,7.6500194857857,22.996,7.41844437417058,7.4322186184303,7.74874655631727
"03-12-2023","17:26:53.812",565.478,7.6581939352579,22.993,7.41563714726775,7.43584438616344,7.75580398888554
"03-12-2023","17:26:54.800",566.467,7.65180587951005,22.99,7.41622477056921,7.43650334628689,7.75319875809842
"03-12-2023","17:26:55.810",567.476,7.6470381219808,22.986,7.41487528932591,7.43123857331423,7.76046225287425
"03-12-2023","17:26:56.811",568.478,7.64144383685659,22.98,7.41515500358212,7.43865100110382,7.75339946790493
"03-12-2023","17:26:57.817",569.483,7.65005138865111,22.975,7.4159346423147,7.43166829462225,7.75424313059892
"03-12-2023","17:26:58.824",570.49,7.65481270280612,22.973,7.42181886042236,7.43755223813435,7.75487698505437
"03-12-2023","17:26:59.809",571.476,7.64621819392478,22.97,7.41868256028358,7.44091867936714,7.75495141774533
"03-12-2023","17:27:00.817",572.484,7.64489604758765,22.966,7.41225995613845,7.43051003725304,7.75432661059276
"03-12-2023","17:27:01.816",573.482,7.64679038024238,22.963,7.42716392671378,7.42604516731981,7.75237329804823
"03-12-2023","17:27:02.825",574.491,7.65071236237957,22.964,7.41801446949077,7.43563462243788,7.75090950195578
"03-12-2023","17:27:03.816",575.482,7.65091580550764,22.964,7.41625602262258,7.43380656061547,7.75775732763171
"03-12-2023","17:27:04.821",576.487,7.65818154724961,22.964,7.42162972958425,7.43589416080025,7.75586493160625
"03-12-2023","17:27:05.822",577.489,7.65253031466776,22.965,7.41927305184414,7.43367682766598,7.7541958003229
"03-12-2023","17:27:06.819",578.486,7.64372023819421,22.966,7.41976250053711,7.43283777276374,7.75279737548583
"03-12-2023","17:27:07.809",579.476,7.64828421599986,22.972,7.42049273619615,7.43489575793942,7.75938325265059
"03-12-2023","17:27:08.815",580.482,7.6530448929813,22.977,7.41546909774696,7.42595655192152,7.75694060567059
"03-12-2023","17:27:09.820",581.487,7.65053422872478,22.983,7.42079307510873,7.43519559417292,7.7517014378795
"03-12-2023","17:27:10.816",582.482,7.64740080476162,22.989,7.42151286765704,7.43067143149508,7.74975299910427
"03-12-2023","17:27:11.813",583.48,7.65041337618712,22.993,7.42117362967777,7.44004972957333,7.75136555488779
"03-12-2023","17:27:12.816",584.483,7.65594261146428,22.998,7.41181597944345,7.42733605742416,7.75444616945894
"03-12-2023","17:27:13.812",585.478,7.64985408433836,23.001,7.41229487157875,7.43117097147431,7.74961776786042
"03-12-2023","17:27:14.816",586.482,7.65187521762906,23.002,7.41277378002532,7.42654658213291,7.75289907065169
"03-12-2023","17:27:15.809",587.476,7.65297497662013,23.005,7.41183344696645,7.43134011173113,7.74841080960862
"03-12-2023","17:27:16.810",588.477,7.65507246745505,23.004,7.41316185782856,7.42819387547876,7.74855064233095
"03-12-2023","17:27:17.816",589.482,7.64948550160846,23.002,7.41568926980929,7.43079094028436,7.75729464916657
"03-12-2023","17:27:18.819",590.485,7.64836685935104,23.003,7.40974648281679,7.43065111000218,7.75316965584236
"03-12-2023","17:27:19.812",591.478,7.6480172836456,22.999,7.413871476141,7.42764475893538,7.74869508681271
"03-12-2023","17:27:20.811",592.478,7.6538776225021,22.996,7.41245221434918,7.42811375255545,7.74987446159679
"03-12-2023","17:27:21.822",593.489,7.65233314142334,22.988,7.40971490045757,7.42992143407115,7.75112840784542
"03-12-2023","17:27:22.824",594.49,7.64576718307385,22.985,7.41636759890075,7.42231059330938,7.75190207145385
"03-12-2023","17:27:23.827",595.493,7.65442444714795,22.98,7.41103285187855,7.42536645631125,7.75517919830658
"03-12-2023","17:27:24.818",596.484,7.64853207907408,22.973,7.41428774292896,7.42806270836794,7.75250859484954
"03-12-2023","17:27:25.825",597.491,7.64216902397282,22.968,7.41659522444919,7.42911156360441,7.7562145500184
"03-12-2023","17:27:26.821",598.487,7.64475620022279,22.966,7.41876285860457,7.42862209782739,7.75236874748468
"03-12-2023","17:27:27.827",599.493,7.6492313158984,22.968,7.41869293492213,7.42785293732064,7.74488691346452
"03-12-2023","17:27:28.817",600.483,7.64727345279032,22.97,7.42176957694911,7.43099950303006,7.74810340285637
"03-12-2023","17:27:29.845",601.512,7.65181849214835,22.97,7.41533659816543,7.42771308995578,7.7575430999846
"03-12-2023","17:27:30.824",602.49,7.64560169838629,22.972,7.41639586754682,7.43464563016095,7.7492267872527
"03-12-2023","17:27:31.840",603.506,7.64874820918183,22.974,7.41947245588024,7.42737369410015,7.75314244513159
"03-12-2023","17:27:32.842",604.508,7.64748322383761,22.977,7.41680499549649,7.42925141096927,7.75572508424139
"03-12-2023","17:27:33.822",605.488,7.65306454972701,22.978,7.40993141948442,7.42888139886197,7.75061149154134
"03-12-2023","17:27:34.819",606.485,7.65558189016093,22.978,7.41902181549579,7.43083933031057,7.75326868422159
"03-12-2023","17:27:35.838",607.505,7.64976533597886,22.979,7.41718293193964,7.43228750177502,7.75346939646898
"03-12-2023","17:27:36.823",608.49,7.64473047936707,22.983,7.40599436169122,7.43662307274629,7.75053239677877
"03-12-2023","17:27:37.823",609.489,7.64654862203243,22.989,7.41788221758017,7.43102878762208,7.75081211103498
"03-12-2023","17:27:38.838",610.504,7.64394837405472,22.991,7.42198736387925,7.43051894650099,7.75234143195389
"03-12-2023","17:27:39.831",611.497,7.65073168154905,22.992,7.41212709216068,7.42912032639907,7.7501735707959
"03-12-2023","17:27:40.829",612.495,7.64085190725727,22.989,7.42230607302991,7.42447404770545,7.75211796237911
"03-12-2023","17:27:41.826",613.493,7.64183747700347,22.981,7.41665177993328,7.42791106478679,7.75233232214972
"03-12-2023","17:27:42.826",614.493,7.64372568005344,22.975,7.41847004953695,7.4349044094163,7.75219245525713
"03-12-2023","17:27:43.829",615.495,7.64889439395684,22.966,7.41454332499816,7.43230673040416,7.7494604450349
"03-12-2023","17:27:44.830",616.496,7.64790892977262,22.962,7.41572178277708,7.43019851152047,7.75330231246006
"03-12-2023","17:27:45.844",617.511,7.65201622285948,22.957,7.41841812595383,7.4308673658488,7.75133038381937
"03-12-2023","17:27:46.833",618.499,7.64808047296107,22.95,7.42370264679978,7.43223571874232,7.75355483762791
"03-12-2023","17:27:47.852",619.519,7.6457659270126,22.947,7.42397212802843,7.43579273730889,7.75655790985426
"03-12-2023","17:27:48.836",620.503,7.64968281529488,22.946,7.42285301709064,7.42746934970904,7.75124213289973
"03-12-2023","17:27:49.855",621.521,7.65024237076377,22.946,7.42348251699315,7.43271518222995,7.74921374432498
"03-12-2023","17:27:50.838",622.505,7.64537839031785,22.948,7.42661129670928,7.4299683365089,7.75175458896831
"03-12-2023","17:27:51.835",623.501,7.6457409172555,22.95,7.41900876949659,7.42502325583443,7.75001532574055
"03-12-2023","17:27:52.837",624.503,7.65234639407401,22.951,7.41318653089575,7.43605357044525,7.7526956349105
"03-12-2023","17:27:53.829",625.496,7.64808705044159,22.953,7.41235786102001,7.43186793039071,7.74703596857614
