"date","time","time_sec","Ch1_O2","Ch1_temp","Ch2_O2","Ch3_O2","Ch4_O2"
"08-12-2023","11:59:27.271",511.326,NA,15.407,7.91218578560157,7.88301450604657,8.03983027956602
"08-12-2023","11:59:28.271",512.325,NA,15.404,7.90992403622609,7.87744818771353,8.04506547035901
"08-12-2023","11:59:29.271",513.325,NA,15.403,7.90920419072993,7.88269217146585,8.04635755482556
"08-12-2023","11:59:30.268",514.323,NA,15.408,7.91492562953768,7.87560081069005,8.04530996743823
"08-12-2023","11:59:31.271",515.325,NA,15.409,7.91112743055716,7.88195500209337,8.05110673509197
"08-12-2023","11:59:32.269",516.323,NA,15.406,7.91394796922078,7.88002091843831,8.05183201646262
"08-12-2023","11:59:33.271",517.325,NA,15.395,7.90989699005084,7.88797564856678,8.04763071283115
"08-12-2023","11:59:34.269",518.324,NA,15.393,7.90951569417794,7.88090737344688,8.04449861593719
"08-12-2023","11:59:35.270",519.325,NA,15.39,7.91386738240183,7.87728096659365,8.04224218500629
"08-12-2023","11:59:36.270",520.324,NA,15.39,7.91702080431235,7.87769598546472,8.04667988940628
"08-12-2023","11:59:37.269",521.324,NA,15.392,7.90476658137546,7.87841521049802,8.0487723910329
"08-12-2023","11:59:38.270",522.325,NA,15.395,7.90483615010552,7.87437373266075,8.04957292717114
"08-12-2023","11:59:39.273",523.327,NA,15.395,7.90685086025398,7.87775844571017,8.04610762571578
"08-12-2023","11:59:40.271",524.326,NA,15.395,7.91103607034592,7.87517352347228,8.04755551844468
"08-12-2023","11:59:41.273",525.328,NA,15.39,7.9009455611504,7.88192519910464,8.05165775193668
"08-12-2023","11:59:42.274",526.329,NA,15.391,7.9136635188382,7.88585668567632,8.04342874026031
"08-12-2023","11:59:43.274",527.329,NA,15.389,7.90826879606859,7.87570723274193,8.05697197512226
"08-12-2023","11:59:44.274",528.328,NA,15.393,7.90853778056371,7.88145954292429,8.04989262824094
"08-12-2023","11:59:45.273",529.328,NA,15.395,7.90459989822134,7.87752272705053,8.04659387323017
"08-12-2023","11:59:46.276",530.33,NA,15.398,7.90637828601628,7.87728701724945,8.04772478301637
"08-12-2023","11:59:47.275",531.329,NA,15.396,7.91338386148806,7.87945681070559,8.04917265143691
"08-12-2023","11:59:48.274",532.328,NA,15.395,7.91330861597182,7.87873755142619,8.04442078850268
"08-12-2023","11:59:49.273",533.328,NA,15.396,7.90557792669685,7.87842123827133,8.04482646556715
"08-12-2023","11:59:50.274",534.329,NA,15.396,7.90862923916938,7.88155206799857,8.04594917867848
"08-12-2023","11:59:51.275",535.329,NA,15.395,7.89951170135058,7.87581824341608,8.04683020850791
"08-12-2023","11:59:52.274",536.329,NA,15.395,7.90240738362183,7.87734340222051,8.04376501506207
"08-12-2023","11:59:53.276",537.33,NA,15.396,7.9124813311304,7.87258849899647,8.04698867826482
"08-12-2023","11:59:54.276",538.33,NA,15.398,7.90989699005084,7.87403303063759,8.0505320668511
"08-12-2023","11:59:55.276",539.331,NA,15.396,7.91214823201633,7.87491345546913,8.04593552437206
"08-12-2023","11:59:56.277",540.331,NA,15.392,7.90280479133541,7.87298531946372,8.04746952649671
"08-12-2023","11:59:57.276",541.33,NA,15.394,7.91231478506746,7.88120582252024,8.04690537432617
"08-12-2023","11:59:58.275",542.33,NA,15.399,7.91183122606414,7.88273709269743,8.04505173148009
"08-12-2023","11:59:59.277",543.331,NA,15.403,7.9097303893834,7.87797605613752,8.04980407258476
"08-12-2023","12:00:00.277",544.332,NA,15.399,7.91063312038105,7.8767047333388,8.04578253859924
"08-12-2023","12:00:01.276",545.331,NA,15.395,7.9046804850403,7.87550805657651,8.04659387323017
"08-12-2023","12:00:02.276",546.331,NA,15.39,7.90386908923426,7.87735550368048,8.0463493909336
"08-12-2023","12:00:03.276",547.331,NA,15.389,7.91151961030377,7.87831653319829,8.0515850180934
"08-12-2023","12:00:04.277",548.332,NA,15.391,7.91077272685103,7.87289244625217,8.04601338822313
"08-12-2023","12:00:05.279",549.333,NA,15.393,7.90794640435248,7.88215506706404,8.04391511061999
"08-12-2023","12:00:06.277",550.332,NA,15.398,7.90930572011465,7.87077839247231,8.04519918121293
"08-12-2023","12:00:07.277",551.332,NA,15.399,7.91260500498024,7.87472174004319,8.04382618650689
"08-12-2023","12:00:08.278",552.333,NA,15.396,7.91075653998403,7.88222374921962,8.04584399004376
"08-12-2023","12:00:09.277",553.332,NA,15.393,7.90414724946798,7.88109533376566,8.05084125848273
"08-12-2023","12:00:10.278",554.333,NA,15.386,7.90778520849443,7.87852816025786,8.05165251180652
"08-12-2023","12:00:11.279",555.334,NA,15.383,7.91053093782593,7.87861478651285,8.04166118577135
"08-12-2023","12:00:12.279",556.334,NA,15.382,7.91255120578849,7.87934616696285,8.04980407258476
"08-12-2023","12:00:13.278",557.333,NA,15.385,7.90424994608208,7.8724956128362,8.04287292370368
"08-12-2023","12:00:14.279",558.333,NA,15.386,7.90956919987453,7.87910438269955,8.04279232894925
"08-12-2023","12:00:15.278",559.333,NA,15.386,7.90657076139401,7.8727995640177,8.04584672575264
"08-12-2023","12:00:16.278",560.333,NA,15.383,7.91130997548658,7.87939068103632,8.04640274694776
"08-12-2023","12:00:17.279",561.334,NA,15.381,7.90881124284022,7.87092723175027,8.05075537800916
"08-12-2023","12:00:18.279",562.334,NA,15.38,7.91252976426882,7.87867730065003,8.0484232253671
"08-12-2023","12:00:19.280",563.335,NA,15.38,7.90914994591917,7.87795793306802,8.04496013107212
"08-12-2023","12:00:20.279",564.334,NA,15.388,7.9093917444684,7.87691013935467,8.04882890785986
"08-12-2023","12:00:21.279",565.334,NA,15.396,7.90889728117789,7.87842946384554,8.04769511569195
"08-12-2023","12:00:22.279",566.334,NA,15.397,7.90607618698045,7.88100874996891,8.04809812914873
"08-12-2023","12:00:23.281",567.336,NA,15.394,7.90734943544439,7.8822805171857,8.04317299578491
"08-12-2023","12:00:24.281",568.335,NA,15.385,7.91846276939734,7.87501363997074,8.04469901556074
"08-12-2023","12:00:25.281",569.336,NA,15.382,7.90048659896667,7.88154310097919,8.04526328996888
"08-12-2023","12:00:26.283",570.337,NA,15.381,7.91095518821607,7.87782291415859,8.04622515383274
"08-12-2023","12:00:27.282",571.337,NA,15.382,7.89661161011387,7.8837136553004,8.05082278235246
"08-12-2023","12:00:28.282",572.337,NA,15.387,7.90998782255016,7.88032194212886,8.04743436091513
"08-12-2023","12:00:29.284",573.338,NA,15.391,7.8998417139288,7.88234920727653,8.0481652726393
"08-12-2023","12:00:30.283",574.338,NA,15.395,7.90709667060486,7.88065638405211,8.0436510773742
"08-12-2023","12:00:31.284",575.339,NA,15.393,7.90453369562566,7.88285071752847,8.04857637911892
"08-12-2023","12:00:32.283",576.338,NA,15.387,7.90858031017996,7.88004751941555,8.0484232253671
"08-12-2023","12:00:33.283",577.337,NA,15.383,7.90688768699902,7.8790803061693,8.04487677679751
"08-12-2023","12:00:34.285",578.339,NA,15.379,7.90677422808592,7.88170432223866,8.04332863485526
"08-12-2023","12:00:35.284",579.339,NA,15.378,7.90965452133164,7.87781081364542,8.04218883889151
"08-12-2023","12:00:36.285",580.34,NA,15.379,7.90957390435016,7.87845574949729,8.04888004835469
"08-12-2023","12:00:37.285",581.34,NA,15.381,7.90199590809065,7.87902006836768,8.04339809361377
"08-12-2023","12:00:38.285",582.34,NA,15.384,7.91111102173268,7.88136394154621,8.05049503702377
"08-12-2023","12:00:39.286",583.341,NA,15.38,7.90273813865027,7.8791187588981,8.04824319138977
"08-12-2023","12:00:40.286",584.341,NA,15.376,7.90789732057566,7.8760554946299,8.04848502804252
"08-12-2023","12:00:41.286",585.341,NA,15.38,7.90791368762385,7.87679921029955,8.04317299578491
"08-12-2023","12:00:42.286",586.341,NA,15.384,7.90702153312337,7.8813072487439,8.04784552939588
"08-12-2023","12:00:43.287",587.342,NA,15.385,7.91032650384299,7.88582135509265,8.05098928203161
"08-12-2023","12:00:44.287",588.342,NA,15.384,7.90621544270395,7.87913080461147,8.04486299484402
"08-12-2023","12:00:45.287",589.341,NA,15.378,7.90103969014047,7.87733923132563,8.05186812021723
"08-12-2023","12:00:46.288",590.342,NA,15.375,7.90965994465041,7.88184763390696,8.04356211318627
"08-12-2023","12:00:47.288",591.343,NA,15.37,7.91424435583414,7.88175507229859,8.04815179988512
"08-12-2023","12:00:48.287",592.342,NA,15.369,7.91158932888726,7.88313153442337,8.05097608987328
"08-12-2023","12:00:49.290",593.345,NA,15.369,7.90603225194474,7.88096086457891,8.05081749859761
"08-12-2023","12:00:50.289",594.344,NA,15.372,7.90271590038604,7.88175507229859,8.05435942974179
"08-12-2023","12:00:51.289",595.344,NA,15.375,7.90777848494387,7.8806890446643,8.05459357645904
"08-12-2023","12:00:52.289",596.344,NA,15.372,7.90527364928514,7.88084429777333,8.05338163188317
"08-12-2023","12:00:53.288",597.343,NA,15.371,7.90672489788981,7.87697430149423,8.04878601130174
"08-12-2023","12:00:54.291",598.345,NA,15.372,7.91696426304492,7.87915117440122,8.05031788482889
"08-12-2023","12:00:55.289",599.344,NA,15.374,7.91010572698988,7.88180582167967,8.05233089213859
"08-12-2023","12:00:56.291",600.346,NA,15.375,7.90785364680454,7.87608742734694,8.04443226548775
"08-12-2023","12:00:57.292",601.347,NA,15.376,7.91713079170705,7.8764966312877,8.05032053974828
"08-12-2023","12:00:58.292",602.346,NA,15.376,7.903741775758,7.88003804854852,8.0566872537049
"08-12-2023","12:00:59.292",603.346,NA,15.374,7.90446740006033,7.88543991835476,8.04443226548775
"08-12-2023","12:01:00.293",604.347,NA,15.371,7.91696426304492,7.88237617130047,8.0502372599064
"08-12-2023","12:01:01.293",605.347,NA,15.367,7.90743958142741,7.88236424254899,8.04394295352123
"08-12-2023","12:01:02.292",606.347,NA,15.365,7.90333310007803,7.8830152193425,8.0501539763455
"08-12-2023","12:01:03.293",607.348,NA,15.366,7.91325551661079,7.87810305040897,8.05451038079791
"08-12-2023","12:01:04.295",608.349,NA,15.368,7.91027780830299,7.87246546457943,8.05241674643657
"08-12-2023","12:01:05.295",609.35,NA,15.372,7.90344146751214,7.87844971094634,8.05097344981997
"08-12-2023","12:01:06.295",610.35,NA,15.372,7.90579590466454,7.87459836193888,8.0477568161371
"08-12-2023","12:01:07.295",611.35,NA,15.374,7.90748879457988,7.87169626494115,8.04961093366343
"08-12-2023","12:01:08.294",612.349,NA,15.376,7.9112830337142,7.88081161546737,8.05404727105583
"08-12-2023","12:01:09.295",613.35,NA,15.378,7.90892896849829,7.87652094194167,8.05113732383625
"08-12-2023","12:01:10.295",614.35,NA,15.379,7.90778940913809,7.87997545472872,8.04790724323519
"08-12-2023","12:01:11.296",615.351,NA,15.381,7.9023822903875,7.88537110200096,8.0559667163418
"08-12-2023","12:01:12.295",616.35,NA,15.38,7.90809552157199,7.87632930211438,8.0502372599064
"08-12-2023","12:01:13.297",617.351,NA,15.378,7.91027239447898,7.88044117316092,8.05088225928625
"08-12-2023","12:01:14.296",618.351,NA,15.374,7.89826493151235,7.88270462801843,8.04645061970834
"08-12-2023","12:01:15.298",619.352,NA,15.371,7.90729474493887,7.88149527800595,8.04725685304999
"08-12-2023","12:01:16.296",620.351,NA,15.37,7.90802581260105,7.88222685391056,8.05064568111188
"08-12-2023","12:01:17.297",621.352,NA,15.369,7.90882658828802,7.87972156465431,8.03871077962846
"08-12-2023","12:01:18.296",622.351,NA,15.368,7.90753661494137,7.87569039794604,8.05298110977573
