#--- Experiment --------------------------------------------------------------------------
#121123_23C_B11A14E14B14A15E15t
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
11-12-2023	17:11:14.473	0.071	23.057	OK
11-12-2023	17:11:15.479	1.077	23.059	OK
11-12-2023	17:11:16.481	2.080	23.060	OK
11-12-2023	17:11:17.482	3.081	23.061	OK
11-12-2023	17:11:18.482	4.081	23.058	OK
11-12-2023	17:11:19.478	5.076	23.059	OK
11-12-2023	17:11:20.483	6.082	23.058	OK
11-12-2023	17:11:21.481	7.079	23.057	OK
11-12-2023	17:11:22.481	8.080	23.056	OK
11-12-2023	17:11:23.486	9.085	23.054	OK
11-12-2023	17:11:24.497	10.096	23.056	OK
11-12-2023	17:11:25.480	11.079	23.056	OK
11-12-2023	17:11:26.482	12.081	23.058	OK
11-12-2023	17:11:27.484	13.083	23.058	OK
11-12-2023	17:11:28.495	14.093	23.057	OK
11-12-2023	17:11:29.488	15.086	23.057	OK
11-12-2023	17:11:30.486	16.084	23.055	OK
11-12-2023	17:11:31.486	17.084	23.054	OK
11-12-2023	17:11:32.495	18.093	23.054	OK
11-12-2023	17:11:33.486	19.085	23.051	OK
11-12-2023	17:11:34.489	20.088	23.053	OK
11-12-2023	17:11:35.486	21.085	23.054	OK
11-12-2023	17:11:36.489	22.087	23.054	OK
11-12-2023	17:11:37.491	23.090	23.054	OK
11-12-2023	17:11:38.486	24.085	23.054	OK
11-12-2023	17:11:39.487	25.086	23.055	OK
11-12-2023	17:11:40.491	26.090	23.056	OK
11-12-2023	17:11:41.486	27.085	23.058	OK
11-12-2023	17:11:42.487	28.086	23.056	OK
11-12-2023	17:11:43.490	29.089	23.055	OK
11-12-2023	17:11:44.491	30.090	23.053	OK
11-12-2023	17:11:45.491	31.089	23.054	OK
11-12-2023	17:11:46.494	32.093	23.056	OK
11-12-2023	17:11:47.490	33.089	23.055	OK
11-12-2023	17:11:48.491	34.090	23.056	OK
11-12-2023	17:11:49.495	35.094	23.056	OK
11-12-2023	17:11:50.496	36.094	23.055	OK
11-12-2023	17:11:51.495	37.094	23.054	OK
11-12-2023	17:11:52.497	38.096	23.054	OK
11-12-2023	17:11:53.500	39.099	23.057	OK
11-12-2023	17:11:54.499	40.098	23.057	OK
11-12-2023	17:11:55.498	41.097	23.059	OK
11-12-2023	17:11:56.499	42.098	23.057	OK
11-12-2023	17:11:57.500	43.099	23.055	OK
11-12-2023	17:11:58.498	44.097	23.054	OK
11-12-2023	17:11:59.500	45.098	23.054	OK
11-12-2023	17:12:00.499	46.098	23.054	OK
11-12-2023	17:12:01.502	47.101	23.052	OK
11-12-2023	17:12:02.502	48.100	23.054	OK
11-12-2023	17:12:03.504	49.103	23.056	OK
11-12-2023	17:12:04.501	50.100	23.053	OK
11-12-2023	17:12:05.505	51.103	23.052	OK
11-12-2023	17:12:06.502	52.101	23.052	OK
11-12-2023	17:12:07.503	53.101	23.053	OK
11-12-2023	17:12:08.503	54.102	23.055	OK
11-12-2023	17:12:09.500	55.099	23.053	OK
11-12-2023	17:12:10.500	56.099	23.051	OK
11-12-2023	17:12:11.504	57.103	23.052	OK
11-12-2023	17:12:12.502	58.100	23.051	OK
11-12-2023	17:12:13.507	59.106	23.054	OK
11-12-2023	17:12:14.505	60.104	23.055	OK
11-12-2023	17:12:15.502	61.100	23.055	OK
11-12-2023	17:12:16.503	62.102	23.055	OK
11-12-2023	17:12:17.508	63.107	23.054	OK
11-12-2023	17:12:18.507	64.106	23.053	OK
11-12-2023	17:12:19.506	65.104	23.050	OK
11-12-2023	17:12:20.512	66.111	23.049	OK
11-12-2023	17:12:21.526	67.124	23.051	OK
11-12-2023	17:12:22.510	68.108	23.055	OK
11-12-2023	17:12:23.511	69.110	23.055	OK
11-12-2023	17:12:24.513	70.112	23.055	OK
11-12-2023	17:12:25.513	71.111	23.055	OK
11-12-2023	17:12:26.514	72.112	23.055	OK
11-12-2023	17:12:27.511	73.109	23.053	OK
11-12-2023	17:12:28.514	74.113	23.053	OK
11-12-2023	17:12:29.512	75.111	23.053	OK
11-12-2023	17:12:30.516	76.115	23.053	OK
11-12-2023	17:12:31.520	77.118	23.055	OK
11-12-2023	17:12:32.516	78.114	23.053	OK
11-12-2023	17:12:33.517	79.115	23.054	OK
11-12-2023	17:12:34.515	80.114	23.053	OK
11-12-2023	17:12:35.518	81.117	23.055	OK
11-12-2023	17:12:36.521	82.119	23.056	OK
11-12-2023	17:12:37.518	83.116	23.056	OK
11-12-2023	17:12:38.515	84.114	23.057	OK
11-12-2023	17:12:39.518	85.116	23.057	OK
11-12-2023	17:12:40.519	86.117	23.058	OK
11-12-2023	17:12:41.519	87.118	23.058	OK
11-12-2023	17:12:42.520	88.119	23.054	OK
11-12-2023	17:12:43.522	89.121	23.052	OK
11-12-2023	17:12:44.522	90.121	23.051	OK
11-12-2023	17:12:45.521	91.120	23.053	OK
11-12-2023	17:12:46.520	92.119	23.053	OK
11-12-2023	17:12:47.521	93.120	23.053	OK
11-12-2023	17:12:48.524	94.123	23.052	OK
11-12-2023	17:12:49.525	95.124	23.050	OK
11-12-2023	17:12:50.522	96.121	23.046	OK
11-12-2023	17:12:51.521	97.120	23.043	OK
11-12-2023	17:12:52.523	98.122	23.042	OK
11-12-2023	17:12:53.542	99.140	23.040	OK
11-12-2023	17:12:54.533	100.132	23.040	OK
11-12-2023	17:12:55.527	101.126	23.041	OK
11-12-2023	17:12:56.531	102.129	23.042	OK
11-12-2023	17:12:57.527	103.126	23.045	OK
11-12-2023	17:12:58.530	104.128	23.045	OK
11-12-2023	17:12:59.530	105.129	23.048	OK
11-12-2023	17:13:00.528	106.127	23.050	OK
11-12-2023	17:13:01.534	107.132	23.049	OK
11-12-2023	17:13:02.533	108.132	23.048	OK
11-12-2023	17:13:03.533	109.131	23.046	OK
11-12-2023	17:13:04.534	110.132	23.049	OK
11-12-2023	17:13:05.531	111.130	23.053	OK
11-12-2023	17:13:06.537	112.135	23.055	OK
11-12-2023	17:13:07.534	113.133	23.052	OK
11-12-2023	17:13:08.536	114.135	23.049	OK
11-12-2023	17:13:09.535	115.134	23.049	OK
11-12-2023	17:13:10.536	116.134	23.050	OK
11-12-2023	17:13:11.537	117.136	23.051	OK
11-12-2023	17:13:12.540	118.138	23.048	OK
11-12-2023	17:13:13.539	119.138	23.048	OK
11-12-2023	17:13:14.539	120.138	23.049	OK
11-12-2023	17:13:15.537	121.136	23.053	OK
11-12-2023	17:13:16.541	122.140	23.053	OK
11-12-2023	17:13:17.537	123.136	23.053	OK
11-12-2023	17:13:18.543	124.142	23.051	OK
11-12-2023	17:13:19.543	125.142	23.052	OK
11-12-2023	17:13:20.540	126.139	23.051	OK
11-12-2023	17:13:21.540	127.139	23.052	OK
11-12-2023	17:13:22.545	128.144	23.052	OK
11-12-2023	17:13:23.547	129.146	23.051	OK
11-12-2023	17:13:24.545	130.144	23.051	OK
11-12-2023	17:13:25.550	131.148	23.051	OK
11-12-2023	17:13:26.560	132.159	23.051	OK
11-12-2023	17:13:27.547	133.145	23.050	OK
11-12-2023	17:13:28.550	134.149	23.048	OK
11-12-2023	17:13:29.546	135.145	23.047	OK
11-12-2023	17:13:30.544	136.143	23.048	OK
11-12-2023	17:13:31.547	137.145	23.048	OK
11-12-2023	17:13:32.545	138.144	23.050	OK
11-12-2023	17:13:33.545	139.143	23.050	OK
11-12-2023	17:13:34.547	140.146	23.051	OK
11-12-2023	17:13:35.549	141.147	23.053	OK
11-12-2023	17:13:36.548	142.146	23.054	OK
11-12-2023	17:13:37.548	143.146	23.056	OK
11-12-2023	17:13:38.547	144.146	23.056	OK
11-12-2023	17:13:39.551	145.149	23.054	OK
11-12-2023	17:13:40.550	146.149	23.052	OK
11-12-2023	17:13:41.549	147.148	23.049	OK
11-12-2023	17:13:42.547	148.146	23.048	OK
11-12-2023	17:13:43.550	149.149	23.047	OK
11-12-2023	17:13:44.553	150.152	23.047	OK
11-12-2023	17:13:45.553	151.152	23.050	OK
11-12-2023	17:13:46.549	152.148	23.050	OK
11-12-2023	17:13:47.554	153.152	23.049	OK
11-12-2023	17:13:48.556	154.154	23.048	OK
11-12-2023	17:13:49.555	155.154	23.048	OK
11-12-2023	17:13:50.556	156.155	23.049	OK
11-12-2023	17:13:51.555	157.153	23.047	OK
11-12-2023	17:13:52.557	158.156	23.048	OK
11-12-2023	17:13:53.556	159.154	23.046	OK
11-12-2023	17:13:54.557	160.156	23.048	OK
11-12-2023	17:13:55.559	161.158	23.047	OK
